description,origin,section,family,brand,variety,format,group,internet_description,manufacturer
SPRITE PET 6X1,5 LT (NUEVO ),B.ALCOHOLICAS Y ANALCOHOLICAS,BEBIDAS,BEBIDA GASEOSA,SPRITE,,BOTELLA,BEBIDAS,,COLA EMBONOR S.A.
LEVADURA SECA COLLICO 24X10X10 GR,ABARROTES BASICOS Y MASCOTAS,HARINAS,LEVADURA,COLLICO,SECA,,HARINAS,LEVADURA SECA COLLICO 10GR,LEVADURAS COLLICO S.A.
LEVADURA SECA COLLICO 80X125 GR,ABARROTES BASICOS Y MASCOTAS,HARINAS,LEVADURAS Y POLVOS DE HORNEAR,COLLICO,,,HARINAS,,LEVADURAS COLLICO S.A.
LEVADURA INST.COLLICO MS 20X500 GR,ABARROTES BASICOS Y MASCOTAS,HARINAS,LEVADURA,COLLICO,INSTANTANEA,,HARINAS,LEVADURA INSTANTANEA COLLICO 500GR,LEVADURAS COLLICO S.A.
TH ALWAYS SUPER PROTECCION NW  8UX18IT,CUIDADO PERSONAL,PROTECCION FEMENINA,TOALLAS HIGIENICAS,ALWAYS,SUPER PROTECCION,PAQUETE,TOALLAS HIGIENICAS,T. HIGIENICA SUPER PROTECCION ALWAYS 8UN,PROCTER & GAMBLE CHILE LTDA.
SERV NOVA CLASICA COCTEL 20X300 U,CUIDADO PERSONAL,PAPELERA,SERVILLETA,NOVA,COCKTAIL,PAQUETE,PAPELERA,SERVILLETA COCKTAIL NOVA 300UN,CMPC TISSUE S.A.
WHISKY 100 PIPERS 12X750 CC,B.ALCOHOLICAS Y ANALCOHOLICAS,VINOS Y LICORES,WHISKY,100 PIPERS,,,VINOS Y LICORES,,COMERCIAL CCU S.A.
WHISKY 100 PIPERS 12X1000 CC,B.ALCOHOLICAS Y ANALCOHOLICAS,VINOS Y LICORES,WHISKY,100 PIPERS,,,VINOS Y LICORES,,COMERCIAL CCU S.A.
PACK PROMOCIONAL SOPROLE 1,LACTEOS REFRIGERADOS Y CECINAS,COMBOS,COMBOS,SIN MARCA,,,PROMOCIONES,,
PACK PROMOCIONAL SOPROLE 2,LACTEOS REFRIGERADOS Y CECINAS,COMBOS,COMBOS,SIN MARCA,,,PROMOCIONES,,
1 ARROZ LOS CHINOS DE 500GR +ARROZ 1 KG,ABARROTES BASICOS Y MASCOTAS,ARROZ,PREGRANEADO,LOS CHINOS,,,PROMOCIONES,,
AMBIENTALES GLADE DESODORANTE AMBIENTAL,ASEO Y LIMPIEZA,AMBIENTALES,DESODORANTE AMBIENTAL,GLADE,,,,,
1 BOL BASURA CLEAN + 1 DEO AMB GLADE 250,ASEO Y LIMPIEZA,AMBIENTALES,DESODORANTE AMBIENTAL,GLADE,,,AMBIENTALES,,
CANASTA FOOD 06 UL,ASEO Y LIMPIEZA,COMBOS,CANASTAS,SIN MARCA,FOODS 06 UL,CAJA,PROMOCIONES,,
MANJAR CALO DOYPACK 12X400 GR,LACTEOS REFRIGERADOS Y CECINAS,MANJAR,MANJAR,CALO,TRADICIONAL,DOYPACK,REFRIGERADOS,MANJAR TRADICIONAL CALO 400GR,DIWATTS S.A
SDW GRAN RUTA AVE MAYO DAILY F 125 G,LACTEOS REFRIGERADOS Y CECINAS,PANADERIA,PAN DE MOLDE,DAILY FRESH,,,PANADERIA,,ALIMENTOS DAILY FRESH S.A
SDW GRAN RUTA AVE PIMENTON DAILY F 125 G,LACTEOS REFRIGERADOS Y CECINAS,PANADERIA,PAN DE MOLDE,DAILY FRESH,,,PANADERIA,,ALIMENTOS DAILY FRESH S.A
SDW GRAN RUTA JAMON QUESO DAILY F 135 GR,LACTEOS REFRIGERADOS Y CECINAS,PANADERIA,PAN DE MOLDE,DAILY FRESH,,,PANADERIA,,ALIMENTOS DAILY FRESH S.A
SDW BARROS JARPA HALLU  JAMON/Q DAILY F,LACTEOS REFRIGERADOS Y CECINAS,PANADERIA,PAN DE MOLDE,DAILY FRESH,,,PANADERIA,,ALIMENTOS DAILY FRESH S.A
SDW MARRAQUETA AVE PIMENTON DAILY F 160G,LACTEOS REFRIGERADOS Y CECINAS,PANADERIA,PAN CORRIENTE,DAILY FRESH,,,PANADERIA,,ALIMENTOS DAILY FRESH S.A
SDW MARRAQUETA AVE MAYO DAILY F 160 GR,LACTEOS REFRIGERADOS Y CECINAS,PANADERIA,PAN CORRIENTE,DAILY FRESH,,,PANADERIA,,ALIMENTOS DAILY FRESH S.A
SDW MARRAQUETA JAMON QUESO DAILY F 125 G,LACTEOS REFRIGERADOS Y CECINAS,PANADERIA,PAN CORRIENTE,DAILY FRESH,,,PANADERIA,,ALIMENTOS DAILY FRESH S.A
CAJA GALLETON CHOCOLATE  100 UN DAILY F,LACTEOS REFRIGERADOS Y CECINAS,PANADERIA,LEVADURA,DAILY FRESH,,,PANADERIA,,ALIMENTOS DAILY FRESH S.A
CAJA GALLETON AVENA PASAS 100 UN DAILY F,LACTEOS REFRIGERADOS Y CECINAS,PANADERIA,LEVADURA,DAILY FRESH,,,PANADERIA,,ALIMENTOS DAILY FRESH S.A
QUEQUE VAINILLA CAJA 32 UN DAILY F 100 G,LACTEOS REFRIGERADOS Y CECINAS,PANADERIA,PAN DE PASCUA,DAILY FRESH,,,PANADERIA,,ALIMENTOS DAILY FRESH S.A
QUEQUE CHOCOLAT CAJA 32 UN DAILY F 100 G,LACTEOS REFRIGERADOS Y CECINAS,PANADERIA,PAN DE PASCUA,DAILY FRESH,,,PANADERIA,,ALIMENTOS DAILY FRESH S.A
BBVA JUNIO,ALIMENTOS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
HARINA PERLA EL CISNE 0000 25 KG,ABARROTES BASICOS Y MASCOTAS,HARINAS,HARINA,EL CISNE,,PAQUETE,HARINAS,,MOLINOS CUNACO S.A
IANSA CERO K STEVIA SENS 5X4X180ML,ABARROTES BASICOS Y MASCOTAS,AZUCAR,ENDULZANTE,IANSA,,,ENDULZANTES,,IANSA ALIMENTOS S.A
IANSA CERO K SUCRALOSA 5X4X180ML,ABARROTES BASICOS Y MASCOTAS,AZUCAR,ENDULZANTE,IANSA,,,ENDULZANTES,,IANSA ALIMENTOS S.A
PANO ESPONJA 3U  SPONGI ULTRA ABSORBENTE,ASEO Y LIMPIEZA,ARTICULOS DE ASEO HOGAR,PAÑOS,SPONGI,ULTRA ABSORBENTE,PAQUETE,ARTICULOS DE ASEO HOGAR,PAÑO ULTRA ABSORBENTE SPONGI 3UN,VIRUTEX ILKO S.A.
GUANTE MULTIUSO PEQUENO  IMPEKE,ASEO Y LIMPIEZA,ARTICULOS DE ASEO HOGAR,GUANTES,IMPEKE,,,ARTICULOS DE ASEO HOGAR,,VIRUTEX ILKO S.A.
GUANTE MULTIUSO MEDIANO  IMPEKE,ASEO Y LIMPIEZA,ARTICULOS DE ASEO HOGAR,GUANTES,IMPEKE,,,ARTICULOS DE ASEO HOGAR,,VIRUTEX ILKO S.A.
GUANTE MULTIUSO GRANDE  IMPEKE,ASEO Y LIMPIEZA,ARTICULOS DE ASEO HOGAR,GUANTES,IMPEKE,,,ARTICULOS DE ASEO HOGAR,,VIRUTEX ILKO S.A.
OMO MATIC BLS 200GR ALOE VERA 3X1510,ASEO Y LIMPIEZA,COMBOS,COMBOS,SIN MARCA,,,PROMOCIONES,,
OMO POLVO BLS 200GR MULTIAC 3X1510,ASEO Y LIMPIEZA,COMBOS,COMBOS,SIN MARCA,,,PROMOCIONES,,
OMO POLVO MATIC BLS 800GR 3X3310,ASEO Y LIMPIEZA,COMBOS,COMBOS,SIN MARCA,,,PROMOCIONES,,
OMO MATIC MULTIAC BLS 200GR 3X1510,ASEO Y LIMPIEZA,COMBOS,COMBOS,SIN MARCA,,,PROMOCIONES,,
PACK FOODS UL 06,ALIMENTOS,COMBOS,COMBOS,SIN MARCA,,,PROMOCIONES,,
DOVE AER AP GO F POM LIMON 12X89G/150ML,CUIDADO PERSONAL,PERFUMERIA,DESODORANTES,DOVE,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
DOVE AER AP SENSITIVE 12X89G/150ML,CUIDADO PERSONAL,PERFUMERIA,DESODORANTES,DOVE,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
DOVE MEN AER AP TALC MINER 12X89G/150ML,CUIDADO PERSONAL,PERFUMERIA,DESODORANTES,DOVE,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
DOVE AER AP ORIGINAL 12X89G/150ML,CUIDADO PERSONAL,PERFUMERIA,DESODORANTE MUJER,DOVE,ORIGINAL,BARRA,PERFUMERIA,DESODORANTE ORIGINAL DOVE 150ML,UNILEVER CHILE LIMITADA.
DOVE AER AP PEPINO TE VERDE 12X89G/150ML,CUIDADO PERSONAL,PERFUMERIA,DESODORANTES,DOVE,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
DOVE AER AP INVISIBLE DRY 12X89G/150ML,CUIDADO PERSONAL,PERFUMERIA,DESODORANTES,DOVE,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
DOVE AER AP DERMO ACLARANT 12X89G/150ML,CUIDADO PERSONAL,PERFUMERIA,DESODORANTES,DOVE,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
DOVE CR NUTRICION ESSENCIAL 12X200ML,CUIDADO PERSONAL,PERFUMERIA,CREMAS Y ACEITES HUMECTANTES,DOVE,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
DOVE CR NUTRICION INTENSIVA 12X200ML,CUIDADO PERSONAL,PERFUMERIA,CREMAS Y ACEITES HUMECTANTES,DOVE,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
DOVE CR NUTRICION INTENSIVA 12X400ML,CUIDADO PERSONAL,PERFUMERIA,CREMAS Y ACEITES HUMECTANTES,DOVE,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
DOVE CR NUTRICION ESSENCIAL 12X400ML,CUIDADO PERSONAL,PERFUMERIA,CREMAS Y ACEITES HUMECTANTES,DOVE,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
ST IVES CR PIEL R COLAGEN ELAST 12X350ML,CUIDADO PERSONAL,PERFUMERIA,CREMAS Y ACEITES HUMECTANTES,SIN MARCA,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
ST IVES CR REAFIRMANTE 12X350ML,CUIDADO PERSONAL,PERFUMERIA,CREMAS Y ACEITES HUMECTANTES,SIN MARCA,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
ST IVES CR EXOTIC NATURALS 12X350ML,CUIDADO PERSONAL,PERFUMERIA,CREMAS Y ACEITES HUMECTANTES,SIN MARCA,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
ST IVES CR AVENA Y KARIT H PROF 12X350ML,CUIDADO PERSONAL,PERFUMERIA,CREMAS Y ACEITES HUMECTANTES,SIN MARCA,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
DOVE SH RECONSTRUCCION COMPLETA 12X200ML,CUIDADO PERSONAL,PERFUMERIA,COLONIAS,DOVE,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
DOVE SH OLEO NUTRICION 12X200ML,CUIDADO PERSONAL,PERFUMERIA,COLONIAS,DOVE,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
DOVE AC RECONSTRUCCION COMPLETA 12X200ML,CUIDADO PERSONAL,PERFUMERIA,TALCOS,DOVE,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
DOVE AC OLEO NUTRICION 12X200ML,CUIDADO PERSONAL,PERFUMERIA,TALCOS,DOVE,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
DOVE CO REGENERATE NUTRITION 12X200ML,CUIDADO PERSONAL,PERFUMERIA,TALCOS,DOVE,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
DOVE SH REGENERATE NUTRITION 12X200ML,CUIDADO PERSONAL,PERFUMERIA,COLONIAS,DOVE,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
LE SANCY DOYP AC MIEL ALMENDRAS12X930ML,CUIDADO PERSONAL,PERFUMERIA,COLONIAS,LE SANCY,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
LE SANCY DOYP SH MIEL ALMENDRAS12X930ML,CUIDADO PERSONAL,PERFUMERIA,COLONIAS,LE SANCY,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
LINIC SH OLEOSO 12X350ML,CUIDADO PERSONAL,PERFUMERIA,COLONIAS,LINIC,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
LINIC SH NORMAL 12X350ML,CUIDADO PERSONAL,PERFUMERIA,COLONIAS,LINIC,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
PEPSODENT CEP PINGOO 12X28G,CUIDADO PERSONAL,PRODUCTOS ASEO PERSONAL,CEPILLOS DENTALES,PEPSODENT,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
PEPSODENT CEP MINIPEP 12X28G,CUIDADO PERSONAL,PRODUCTOS ASEO PERSONAL,CEPILLOS DENTALES,PEPSODENT,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
PEPSODENT CEP DC SENSITIVE SOFT 8X2X14G,CUIDADO PERSONAL,PRODUCTOS ASEO PERSONAL,CEPILLOS DENTALES,PEPSODENT,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
PEPSODENT CEP DC CLEAN MEDIUM 8X2X14G,CUIDADO PERSONAL,PRODUCTOS ASEO PERSONAL,CEPILLOS DENTALES,PEPSODENT,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
PEPSODENT C D MINIPEP 2 6 ANOS 12X3X50ML,CUIDADO PERSONAL,PRODUCTOS ASEO PERSONAL,PASTA DENTAL,PEPSODENT,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
AXE AER BS GOLD WOOD VANILLA12X96G/150ML,CUIDADO PERSONAL,PERFUMERIA,DESODORANTES,AXE,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
AXE AER AP GOLD ANTI MARKS 12X90G/152ML,CUIDADO PERSONAL,PERFUMERIA,DESODORANTES,AXE,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
AXE AER AP GOLD ANTI MARKS 12X90G/152ML,CUIDADO PERSONAL,PERFUMERIA,DESODORANTES,LIPTON,,,PERFUMERIA,,UNILEVER CHILE LIMITADA.
LIPTON TE INFUSION MENTA 24X20BLS,ALIMENTOS,TE,BOLSITA,LIPTON,,,TE,,UNILEVER CHILE LIMITADA.
LIPTON TE INFUSION MANZANILLA 24X20BLS,ALIMENTOS,TE,BOLSITA,LIPTON,,,TE,,UNILEVER CHILE LIMITADA.
Z.PA. HELLMAN MAY REG 6X14X93G+KETDPL100,ALIMENTOS,MAYONESA,TRADICIONAL,HELLMAN'S,,SACHET,ADEREZOS,MAYONESA TRADICIONAL HELLMAN'S 100GR,UNILEVER CHILE LIMITADA.
LE SANCY JAB LIQ CAMOMILLA RELAJ 10X340,CUIDADO PERSONAL,PRODUCTOS ASEO PERSONAL,JABON DE TOCADOR,LE SANCY,,,PRODUCTOS ASEO PERSONAL,,UNILEVER CHILE LIMITADA.
LE SANCY JAB LIQ HIGIENIC DOSIF 10X340ML,CUIDADO PERSONAL,PRODUCTOS ASEO PERSONAL,JABON DE TOCADOR,LE SANCY,,,PRODUCTOS ASEO PERSONAL,,UNILEVER CHILE LIMITADA.
LE SANCY JAB LIQ BABY NEUTRO 10X340ML,CUIDADO PERSONAL,PRODUCTOS ASEO PERSONAL,JABON DE TOCADOR,LE SANCY,,,PRODUCTOS ASEO PERSONAL,,UNILEVER CHILE LIMITADA.
LE SANCY JAB LIQ VER Y KAR 10X340ML,CUIDADO PERSONAL,PRODUCTOS ASEO PERSONAL,JABON DE TOCADOR,LE SANCY,,,PRODUCTOS ASEO PERSONAL,,UNILEVER CHILE LIMITADA.
LE SANCY JAB LIQ CAMOMILA RELAJ 8X750ML,CUIDADO PERSONAL,PRODUCTOS ASEO PERSONAL,JABON DE TOCADOR,LE SANCY,,,PRODUCTOS ASEO PERSONAL,,UNILEVER CHILE LIMITADA.
LE SANCY VERBENA Y KARITE 8X750ML,CUIDADO PERSONAL,PRODUCTOS ASEO PERSONAL,JABON DE TOCADOR,LE SANCY,,,PRODUCTOS ASEO PERSONAL,,UNILEVER CHILE LIMITADA.
LE SANCY JAB LIQ BABY NEUTRO 8X750ML,CUIDADO PERSONAL,PRODUCTOS ASEO PERSONAL,JABON DE TOCADOR,LE SANCY,,,PRODUCTOS ASEO PERSONAL,,UNILEVER CHILE LIMITADA.
LE SANCY JAB LIQ KIDS 8X750ML,CUIDADO PERSONAL,PRODUCTOS ASEO PERSONAL,JABON DE TOCADOR,LE SANCY,,,PRODUCTOS ASEO PERSONAL,,UNILEVER CHILE LIMITADA.
SEDAL CR PEIN RIZOS DEFINIDOS 12X135ML,CUIDADO PERSONAL,PRODUCTOS ASEO PERSONAL,TINTURA PELO,SEDAL,,,PRODUCTOS ASEO PERSONAL,,UNILEVER CHILE LIMITADA.
OMO QUITA MANCHAS COLOR DP 12X450ML,ASEO Y LIMPIEZA,DETERGENTES,LIQUIDOS,OMO,,,DETERGENTES OMO,,UNILEVER CHILE LIMITADA.
OMO QUITA MANCHAS WHITE DP 12X450ML,ASEO Y LIMPIEZA,DETERGENTES,LIQUIDOS,OMO,,,DETERGENTES OMO,,UNILEVER CHILE LIMITADA.
PEPSODENT CEP TRIDENT MEDIUM 8X41.5G,CUIDADO PERSONAL,PRODUCTOS ASEO PERSONAL,CEPILLOS DENTALES,PEPSODENT,,,PRODUCTOS ASEO PERSONAL,,UNILEVER CHILE LIMITADA.
LIPTON YELLOW 20BLS MAS EMBLEM MAS CLUB,ALIMENTOS,TE,BOLSITA,LIPTON,,,TE,,UNILEVER CHILE LIMITADA.
JB KET 240GMASJBMOST240GMASJBAJI PE 240G,ALIMENTOS,SALSAS DE TOMATE,KETCHUP DOYPACK,JB,,,ADEREZOS,,UNILEVER CHILE LIMITADA.
ATUN LOMITO AGUA DORASOL 48X170GR,ALIMENTOS,CONSERVAS,ATUN,DORASOL,,,CONSERVAS ATUNES,,CV TRADING S.A.
ATUN LOMITO ACEITE DORASOL 48X170GR,ALIMENTOS,CONSERVAS,ATUN,DORASOL,,,CONSERVAS ATUNES,,CV TRADING S.A.
CREMA CALO PERFECTA PARA BATIR 30X200CC,LACTEOS REFRIGERADOS Y CECINAS,CREMAS,CREMAS PARA BATIR,CALO,BATIR,,CREMAS,CREMA BATIR CALO 200CC,DIWATTS S.A
QUESO GAUDA SOPROLE 2X30LAMRESELL 1,1KG,LACTEOS REFRIGERADOS Y CECINAS,QUESOS,QUESO,SOPROLE,GAUDA,PAQUETE,REFRIGERADOS,QUESO GAUDA SOPROLE 1,1KG,COMERCIAL SANTA ELENA S.A.
QUESO MANTEC QUILQUE SOPROLE 2X28LAM 1KG,LACTEOS REFRIGERADOS Y CECINAS,QUESOS,QUESO,SOPROLE,MANTECOSO,PAQUETE,REFRIGERADOS,QUESO MANTECOSO SOPROLE 1KG,COMERCIAL SANTA ELENA S.A.
ARVEJITAS WASIL LATA 48X300 GR,ALIMENTOS,CONSERVAS,VERDURAS,WASIL,,,CONSERVAS VEGETALES,,DIWATTS S.A
YOGHURT GRIEGO COLUN FRUTILLA 48X120GR,LACTEOS REFRIGERADOS Y CECINAS,YOGHURT,BATIDO,COLUN,,,REFRIGERADOS,,COOPERATIVA AGRICOLA LECHERA LA UNION LT
YOGHURT GRIEGO COLUN PAPAY-NARAN 48X120G,LACTEOS REFRIGERADOS Y CECINAS,YOGHURT,BATIDO,COLUN,,,REFRIGERADOS,,COOPERATIVA AGRICOLA LECHERA LA UNION LT
YOGHURT GRIEGO COLUN FRU DEL SUR 48X120G,LACTEOS REFRIGERADOS Y CECINAS,YOGHURT,BATIDO,COLUN,,,REFRIGERADOS,,COOPERATIVA AGRICOLA LECHERA LA UNION LT
QUESO FRESCO COLUN 12X450 GR,LACTEOS REFRIGERADOS Y CECINAS,QUESOS,FRESCO,COLUN,,,REFRIGERADOS,,COOPERATIVA AGRICOLA LECHERA LA UNION LT
ARROZ TUCAPEL GRAN SELECCION G2 10X500GR,ABARROTES BASICOS Y MASCOTAS,ARROZ,BLANCO,TUCAPEL,NACIONAL G2,BOLSA,ARROZ,ARROZ  BLANCO NACIONAL G2 TUCAPEL 500GR,EMPRESAS TUCAPEL S.A.
CAJA ESPECIAL CONCHA Y TORO,ALIMENTOS,COMBOS,COMBOS,CASERITA,,,,,DISTRIBUIDORA COMERCIAL CASERITA LTDA
ATUN LOMITO AGUA R CRUSOE 48X170 A/FACIL,ALIMENTOS,CONSERVAS,ATUN,ROBINSON CRUSOE,LOMITO AL AGUA,LATA,CONSERVAS ATUNES,ATUN LOMITOS AL AGUA ROBINSON CRUSOE 170GR,PESQUERA TRANS ANTARTIC LIMITADA
ATUN LOMITO ACEITE R CRUSOE 48X170 A/FAC,ALIMENTOS,CONSERVAS,ATUN,ROBINSON CRUSOE,LOMITO AL ACEITE,LATA,CONSERVAS ATUNES,ATUN LOMITOS AL ACEITE ROBINSON CRUSOE 170GR,PESQUERA TRANS ANTARTIC LIMITADA
ILUMINACION PHILLIPS AHORRO ENERGIA 1  X,ASEO Y LIMPIEZA,ILUMINACION,AHORRO ENERGIA,PHILLIPS,,,,,
AMP MASTERLED PHIL GU10 36(929001348812),ASEO Y LIMPIEZA,ILUMINACION,AHORRO ENERGIA,PHILLIPS,,,ILUMINACION,,SIGNIFY CHILENA S.A
ILUMINACION PHILLIPS AHORRO ENERGIA 1  X,ASEO Y LIMPIEZA,ILUMINACION,AHORRO ENERGIA,PHILLIPS,,,,,
ILUMINACION PHILLIPS AHORRO ENERGIA 1  X,ASEO Y LIMPIEZA,ILUMINACION,AHORRO ENERGIA,PHILLIPS,,,,,
ILUMINACION PHILLIPS AHORRO ENERGIA 1  X,ASEO Y LIMPIEZA,ILUMINACION,AHORRO ENERGIA,PHILLIPS,,,,,
ILUMINACION PHILLIPS AHORRO ENERGIA 1  X,ASEO Y LIMPIEZA,ILUMINACION,AHORRO ENERGIA,PHILLIPS,,,,,
ILUMINACION PHILLIPS AHORRO ENERGIA 1  X,ASEO Y LIMPIEZA,ILUMINACION,AHORRO ENERGIA,PHILLIPS,,,,,
ILUMINACION PHILLIPS AHORRO ENERGIA 1  X,ASEO Y LIMPIEZA,ILUMINACION,AHORRO ENERGIA,PHILLIPS,,,,,
ILUMINACION PHILLIPS AHORRO ENERGIA 1  X,ASEO Y LIMPIEZA,ILUMINACION,AHORRO ENERGIA,PHILLIPS,,,,,
ILUMINACION PHILLIPS AHORRO ENERGIA 1  X,ASEO Y LIMPIEZA,ILUMINACION,AHORRO ENERGIA,PHILLIPS,,,,,
ILUMINACION PHILLIPS AHORRO ENERGIA 1  X,ASEO Y LIMPIEZA,ILUMINACION,AHORRO ENERGIA,PHILLIPS,,,,,
2 JUREL SJ +4 ATUN LOM SJ + 2 CHOR SJ,ALIMENTOS,COMBOS,COMBOS,SIN MARCA,,,CONSERVAS MARISCOS,,
ZUKO NARANJA 16 X 10 X 25 GR,ALIMENTOS,JUGOS POLVO,REFRESCOS,ZUKO,NARANJA,SACHET,JUGOS POLVO,JUGO EL POLVO NARANJA ZUKO 25GR,TRESMONTES S.A
ZUKO DURAZNO 16 X 10 X 25 GR,ALIMENTOS,JUGOS POLVO,REFRESCOS,ZUKO,DURAZNO,SACHET,JUGOS POLVO,JUGO EN POLVO DURAZNO ZUKO 25GR,TRESMONTES S.A
ZUKO PINA 16 X 10 X 25 GR,ALIMENTOS,JUGOS POLVO,REFRESCOS,ZUKO,PINA,SACHET,JUGOS POLVO,JUGO EL POLVO PINA ZUKO 25GR,TRESMONTES S.A
ZUKO MANZANA 16 X 10 X 25 GR,ALIMENTOS,JUGOS POLVO,REFRESCOS,ZUKO,MANZANA,SACHET,JUGOS POLVO,JUGO EN POLVO MANZANA  ZUKO 25GR,TRESMONTES S.A
ZUKO FRUTILLA 16 X 10 X 25 GR,ALIMENTOS,JUGOS POLVO,REFRESCOS,ZUKO,FRUTILLA,SACHET,JUGOS POLVO,JUGO EL POLVO FRUTILLA ZUKO 25GR,TRESMONTES S.A
